YEAR,MONTH,DISTRICT_NAME,minT,maxT,avgT
2023,7,Bulandshahr,26.581720741810297,34.3456472311813,30.463683986495802
2023,8,Bulandshahr,26.40219804002193,34.87185018379501,30.63702411190847
2023,9,Bulandshahr,25.334338200466863,35.137813099880965,30.236075650173916
2023,10,Bulandshahr,18.989756213965972,33.7011986816913,26.345477447828635
2023,11,Bulandshahr,13.761641657718902,28.02576020839308,20.893700933055992
2023,12,Bulandshahr,8.775198732315621,23.10813416986045,15.941666451088036
2023,1,Gautam Buddha Nagar,6.773522175727648,18.961741874508764,12.867632025118207
2023,2,Gautam Buddha Nagar,11.221630570328527,27.841473331835335,19.53155195108193
2023,3,Gautam Buddha Nagar,15.642596362906207,30.23584802744873,22.939222195177468
2023,4,Gautam Buddha Nagar,19.259389246256863,35.54655019935979,27.40296972280833
2023,5,Gautam Buddha Nagar,22.2721269301295,37.23667768404349,29.754402307086494
2023,6,Gautam Buddha Nagar,26.103579107821083,37.69018453789709,31.896881822859086
2023,7,Gautam Buddha Nagar,26.58092559716068,34.35083871627775,30.465882156719214
2023,8,Gautam Buddha Nagar,26.399411959742636,34.88703248369356,30.643222221718098
2023,9,Gautam Buddha Nagar,25.328330774981012,35.15403313869787,30.24118195683944
2023,10,Gautam Buddha Nagar,18.99156247445298,33.70971130499929,26.350636889726132
2023,11,Gautam Buddha Nagar,13.761222264524536,28.025024906103106,20.89312358531382
2023,12,Gautam Buddha Nagar,8.766964488793485,23.120714343904147,15.943839416348816
2023,1,Ghaziabad,7.067930160030242,18.809984022571193,12.938957091300718
2023,2,Ghaziabad,11.255024790763855,27.623410156794957,19.439217473779408
2023,3,Ghaziabad,15.59817538722869,30.21268161650627,22.90542850186748
2023,4,Ghaziabad,19.28868096669515,35.6238431930542,27.456262079874676
2023,5,Ghaziabad,22.339297079270885,37.20886624243952,29.774081660855202
2023,6,Ghaziabad,26.21891034444173,37.79370250701904,32.006306425730386
2023,7,Ghaziabad,26.637558167980565,34.32176559202133,30.479661880000947
2023,8,Ghaziabad,26.50074448124055,34.8465384821738,30.673641481707172
2023,9,Ghaziabad,25.432912190755207,35.085829162597655,30.259370676676433
2023,10,Ghaziabad,18.985734970338882,33.622165310767386,26.303950140553134
2023,11,Ghaziabad,13.782699139912923,28.053734715779623,20.918216927846274
2023,12,Ghaziabad,8.812759537850656,23.016465402418568,15.914612470134612
2023,1,Hapur,7.067930160030242,18.809984022571193,12.938957091300718
2023,2,Hapur,11.255024790763855,27.623410156794957,19.439217473779408
2023,3,Hapur,15.59817538722869,30.21268161650627,22.90542850186748
2023,4,Hapur,19.28868096669515,35.6238431930542,27.456262079874676
2023,5,Hapur,22.339297079270885,37.20886624243952,29.774081660855202
2023,6,Hapur,26.21891034444173,37.79370250701904,32.006306425730386
