YEAR,MONTH,DISTRICT_NAME,RAINFALL,FILLED,FILLED_METHOD,DISTRICT_NAME_clean,TIME,TIME_ISO
2018,1,Rewari,0.0545300745194958,False,,rewari,2018-01-01,2018-01-01T00:00:00
2018,1,Rohtak,0.0967464322044003,False,,rohtak,2018-01-01,2018-01-01T00:00:00
2018,1,Shahdara,0.05194771578235,True,,shahdara,2018-01-01,2018-01-01T00:00:00
2018,1,Shamli,0.0244838806890672,False,,shamli,2018-01-01,2018-01-01T00:00:00
2018,1,Sonipat,0.2358745041713919,False,,sonipat,2018-01-01,2018-01-01T00:00:00
2018,1,South Delhi,0.0559218785455149,True,,south delhi,2018-01-01,2018-01-01T00:00:00
2018,1,South East Delhi,0.0617263547835811,False,,south east delhi,2018-01-01,2018-01-01T00:00:00
2018,1,South West Delhi,0.0731996877859997,True,,south west delhi,2018-01-01,2018-01-01T00:00:00
2018,1,West,0.1405537275857822,True,nearest,west,2018-01-01,2018-01-01T00:00:00
2018,1,West Delhi,0.1405537275857822,True,,west delhi,2018-01-01,2018-01-01T00:00:00
2018,2,Alwar,0.0,False,,alwar,2018-02-01,2018-02-01T00:00:00
2018,2,Baghpat,0.0034283966358218,False,,baghpat,2018-02-01,2018-02-01T00:00:00
2018,2,Bharatpur,0.0,False,,bharatpur,2018-02-01,2018-02-01T00:00:00
2018,2,Bhiwani,0.1206595024892262,True,,bhiwani,2018-02-01,2018-02-01T00:00:00
2018,2,Bulandshahr,0.1234091014734336,False,,bulandshahr,2018-02-01,2018-02-01T00:00:00
2018,2,Central Delhi,0.0,True,,central delhi,2018-02-01,2018-02-01T00:00:00
2018,2,Charki Dadri,0.0415818068006682,True,,charki dadri,2018-02-01,2018-02-01T00:00:00
2018,2,East Delhi,0.0,True,,east delhi,2018-02-01,2018-02-01T00:00:00
2018,2,Faridabad,0.0,True,nearest,faridabad,2018-02-01,2018-02-01T00:00:00
2018,2,Gautam Buddha Nagar,0.0,False,,gautam buddha nagar,2018-02-01,2018-02-01T00:00:00
2018,2,Ghaziabad,0.0,False,,ghaziabad,2018-02-01,2018-02-01T00:00:00
2018,2,Gurugram,0.0,False,,gurugram,2018-02-01,2018-02-01T00:00:00
2018,2,Hapur,0.0096112649355615,False,,hapur,2018-02-01,2018-02-01T00:00:00
2018,2,Jhajjar,0.0040859179127784,False,,jhajjar,2018-02-01,2018-02-01T00:00:00
2018,2,Jind,0.1469117669122559,False,,jind,2018-02-01,2018-02-01T00:00:00
2018,2,Karnal,0.5549728343529361,False,,karnal,2018-02-01,2018-02-01T00:00:00
2018,2,Mahendragarh,0.0,True,,mahendragarh,2018-02-01,2018-02-01T00:00:00
2018,2,Meerut,0.0,False,,meerut,2018-02-01,2018-02-01T00:00:00
2018,2,Muzaffarnagar,0.0605608874133655,False,,muzaffarnagar,2018-02-01,2018-02-01T00:00:00
2018,2,New Delhi,0.0,True,,new delhi,2018-02-01,2018-02-01T00:00:00
2018,2,North Delhi,0.0283191865221375,True,,north delhi,2018-02-01,2018-02-01T00:00:00
2018,2,North East Delhi,0.0,False,,north east delhi,2018-02-01,2018-02-01T00:00:00
2018,2,North West Delhi,0.0,False,,north west delhi,2018-02-01,2018-02-01T00:00:00
2018,2,Nuh,0.0,False,,nuh,2018-02-01,2018-02-01T00:00:00
2018,2,Palwal,0.0,False,,palwal,2018-02-01,2018-02-01T00:00:00
2018,2,Panipat,0.0722230928284781,False,,panipat,2018-02-01,2018-02-01T00:00:00
2018,2,Rewari,0.0,False,,rewari,2018-02-01,2018-02-01T00:00:00
2018,2,Rohtak,0.1206595024892262,False,,rohtak,2018-02-01,2018-02-01T00:00:00
2018,2,Shahdara,0.0,True,,shahdara,2018-02-01,2018-02-01T00:00:00
2018,2,Shamli,0.0646548409547124,False,,shamli,2018-02-01,2018-02-01T00:00:00
2018,2,Sonipat,0.1381675359748658,False,,sonipat,2018-02-01,2018-02-01T00:00:00
2018,2,South Delhi,0.0,True,,south delhi,2018-02-01,2018-02-01T00:00:00
2018,2,South East Delhi,0.0,False,,south east delhi,2018-02-01,2018-02-01T00:00:00
2018,2,South West Delhi,0.0020429589563892,True,,south west delhi,2018-02-01,2018-02-01T00:00:00
2018,2,West,0.0020429589563892,True,nearest,west,2018-02-01,2018-02-01T00:00:00
2018,2,West Delhi,0.0020429589563892,True,,west delhi,2018-02-01,2018-02-01T00:00:00
2018,3,Alwar,0.1176622786005521,False,,alwar,2018-03-01,2018-03-01T00:00:00
2018,3,Baghpat,0.0910781006659231,False,,baghpat,2018-03-01,2018-03-01T00:00:00
2018,3,Bharatpur,0.0802130417958382,False,,bharatpur,2018-03-01,2018-03-01T00:00:00
2018,3,Bhiwani,0.0,True,,bhiwani,2018-03-01,2018-03-01T00:00:00
2018,3,Bulandshahr,0.0028932979831131,False,,bulandshahr,2018-03-01,2018-03-01T00:00:00
2018,3,Central Delhi,0.0,True,,central delhi,2018-03-01,2018-03-01T00:00:00
2018,3,Charki Dadri,0.0,True,,charki dadri,2018-03-01,2018-03-01T00:00:00
2018,3,East Delhi,0.0,True,,east delhi,2018-03-01,2018-03-01T00:00:00
2018,3,Faridabad,0.0,True,nearest,faridabad,2018-03-01,2018-03-01T00:00:00
2018,3,Gautam Buddha Nagar,0.0,False,,gautam buddha nagar,2018-03-01,2018-03-01T00:00:00
2018,3,Ghaziabad,0.0,False,,ghaziabad,2018-03-01,2018-03-01T00:00:00
2018,3,Gurugram,0.0,False,,gurugram,2018-03-01,2018-03-01T00:00:00
2018,3,Hapur,0.0,False,,hapur,2018-03-01,2018-03-01T00:00:00
2018,3,Jhajjar,0.0,False,,jhajjar,2018-03-01,2018-03-01T00:00:00
2018,3,Jind,0.0,False,,jind,2018-03-01,2018-03-01T00:00:00
2018,3,Karnal,0.0113306468532931,False,,karnal,2018-03-01,2018-03-01T00:00:00
2018,3,Mahendragarh,0.058831139300276,True,,mahendragarh,2018-03-01,2018-03-01T00:00:00
2018,3,Meerut,0.0765301414074436,False,,meerut,2018-03-01,2018-03-01T00:00:00
2018,3,Muzaffarnagar,0.247836354278749,False,,muzaffarnagar,2018-03-01,2018-03-01T00:00:00
2018,3,New Delhi,0.0,True,,new delhi,2018-03-01,2018-03-01T00:00:00
2018,3,North Delhi,0.0203266236730801,True,,north delhi,2018-03-01,2018-03-01T00:00:00
2018,3,North East Delhi,0.0,False,,north east delhi,2018-03-01,2018-03-01T00:00:00
2018,3,North West Delhi,0.0,False,,north west delhi,2018-03-01,2018-03-01T00:00:00
2018,3,Nuh,0.049830646925075,False,,nuh,2018-03-01,2018-03-01T00:00:00
2018,3,Palwal,0.0366746610210787,False,,palwal,2018-03-01,2018-03-01T00:00:00
2018,3,Panipat,0.016020574877339,False,,panipat,2018-03-01,2018-03-01T00:00:00
2018,3,Rewari,0.0,False,,rewari,2018-03-01,2018-03-01T00:00:00
2018,3,Rohtak,0.0,False,,rohtak,2018-03-01,2018-03-01T00:00:00
2018,3,Shahdara,0.0,True,,shahdara,2018-03-01,2018-03-01T00:00:00
2018,3,Shamli,0.1532564182435312,False,,shamli,2018-03-01,2018-03-01T00:00:00
2018,3,Sonipat,0.0105550176994774,False,,sonipat,2018-03-01,2018-03-01T00:00:00
2018,3,South Delhi,0.0,True,,south delhi,2018-03-01,2018-03-01T00:00:00
2018,3,South East Delhi,0.0,False,,south east delhi,2018-03-01,2018-03-01T00:00:00
2018,3,South West Delhi,0.0,True,,south west delhi,2018-03-01,2018-03-01T00:00:00
2018,3,West,0.0,True,nearest,west,2018-03-01,2018-03-01T00:00:00
2018,3,West Delhi,0.0,True,,west delhi,2018-03-01,2018-03-01T00:00:00
2018,4,Alwar,0.932281772295634,False,,alwar,2018-04-01,2018-04-01T00:00:00
2018,4,Baghpat,0.5111516388754049,False,,baghpat,2018-04-01,2018-04-01T00:00:00
2018,4,Bharatpur,0.4983498553435008,False,,bharatpur,2018-04-01,2018-04-01T00:00:00
2018,4,Bhiwani,0.2280399004618326,True,,bhiwani,2018-04-01,2018-04-01T00:00:00
2018,4,Bulandshahr,0.1240702480077743,False,,bulandshahr,2018-04-01,2018-04-01T00:00:00
2018,4,Central Delhi,0.2178520762258105,True,,central delhi,2018-04-01,2018-04-01T00:00:00
2018,4,Charki Dadri,0.2502041236945875,True,,charki dadri,2018-04-01,2018-04-01T00:00:00
2018,4,East Delhi,0.0843867474132113,True,,east delhi,2018-04-01,2018-04-01T00:00:00
2018,4,Faridabad,0.232899094869693,True,nearest,faridabad,2018-04-01,2018-04-01T00:00:00
2018,4,Gautam Buddha Nagar,0.0042067160209019,False,,gautam buddha nagar,2018-04-01,2018-04-01T00:00:00
2018,4,Ghaziabad,0.0787873735030492,False,,ghaziabad,2018-04-01,2018-04-01T00:00:00
2018,4,Gurugram,0.2956320370237033,False,,gurugram,2018-04-01,2018-04-01T00:00:00
2018,4,Hapur,0.0,False,,hapur,2018-04-01,2018-04-01T00:00:00
2018,4,Jhajjar,0.306998243348466,False,,jhajjar,2018-04-01,2018-04-01T00:00:00
2018,4,Jind,0.1063561499118805,False,,jind,2018-04-01,2018-04-01T00:00:00
2018,4,Karnal,0.1829673439264297,False,,karnal,2018-04-01,2018-04-01T00:00:00
2018,4,Mahendragarh,0.5739279997845491,True,,mahendragarh,2018-04-01,2018-04-01T00:00:00
2018,4,Meerut,0.3709819720188776,False,,meerut,2018-04-01,2018-04-01T00:00:00
2018,4,Muzaffarnagar,0.6116470739245414,False,,muzaffarnagar,2018-04-01,2018-04-01T00:00:00
2018,4,New Delhi,0.232899094869693,True,,new delhi,2018-04-01,2018-04-01T00:00:00
2018,4,North Delhi,0.2674275494780805,True,,north delhi,2018-04-01,2018-04-01T00:00:00
2018,4,North East Delhi,0.1402346650759379,False,,north east delhi,2018-04-01,2018-04-01T00:00:00
2018,4,North West Delhi,0.3431554108858108,False,,north west delhi,2018-04-01,2018-04-01T00:00:00
2018,4,Nuh,0.4329560859335793,False,,nuh,2018-04-01,2018-04-01T00:00:00
2018,4,Palwal,0.4219839502125978,False,,palwal,2018-04-01,2018-04-01T00:00:00
2018,4,Panipat,0.1535609905918439,False,,panipat,2018-04-01,2018-04-01T00:00:00
2018,4,Rewari,0.2155742272734642,False,,rewari,2018-04-01,2018-04-01T00:00:00
2018,4,Rohtak,0.2280399004618326,False,,rohtak,2018-04-01,2018-04-01T00:00:00
2018,4,Shahdara,0.1095110192894935,True,,shahdara,2018-04-01,2018-04-01T00:00:00
2018,4,Shamli,0.4483862822254499,False,,shamli,2018-04-01,2018-04-01T00:00:00
2018,4,Sonipat,0.2638086590501997,False,,sonipat,2018-04-01,2018-04-01T00:00:00
2018,4,South Delhi,0.232899094869693,True,,south delhi,2018-04-01,2018-04-01T00:00:00
2018,4,South East Delhi,0.1701661527156829,False,,south east delhi,2018-04-01,2018-04-01T00:00:00
2018,4,South West Delhi,0.3013151401860846,True,,south west delhi,2018-04-01,2018-04-01T00:00:00
2018,4,West,0.3250768271171383,True,nearest,west,2018-04-01,2018-04-01T00:00:00
2018,4,West Delhi,0.3250768271171383,True,,west delhi,2018-04-01,2018-04-01T00:00:00
2018,5,Alwar,0.3529656361874348,False,,alwar,2018-05-01,2018-05-01T00:00:00
2018,5,Baghpat,0.4006728279975153,False,,baghpat,2018-05-01,2018-05-01T00:00:00
2018,5,Bharatpur,0.3075724801709575,False,,bharatpur,2018-05-01,2018-05-01T00:00:00
2018,5,Bhiwani,0.7765109183326844,True,,bhiwani,2018-05-01,2018-05-01T00:00:00
2018,5,Bulandshahr,0.1878967338031338,False,,bulandshahr,2018-05-01,2018-05-01T00:00:00
2018,5,Central Delhi,0.3376428061915981,True,,central delhi,2018-05-01,2018-05-01T00:00:00
2018,5,Charki Dadri,0.4305989234357752,True,,charki dadri,2018-05-01,2018-05-01T00:00:00
2018,5,East Delhi,0.1900174393448778,True,,east delhi,2018-05-01,2018-05-01T00:00:00
2018,5,Faridabad,0.283389629015038,True,nearest,faridabad,2018-05-01,2018-05-01T00:00:00
2018,5,Gautam Buddha Nagar,0.0178631303771849,False,,gautam buddha nagar,2018-05-01,2018-05-01T00:00:00
2018,5,Ghaziabad,0.3100901572935043,False,,ghaziabad,2018-05-01,2018-05-01T00:00:00
2018,5,Gurugram,0.3246802276661319,False,,gurugram,2018-05-01,2018-05-01T00:00:00
2018,5,Hapur,0.0363633397125428,False,,hapur,2018-05-01,2018-05-01T00:00:00
2018,5,Jhajjar,0.4634513888628252,False,,jhajjar,2018-05-01,2018-05-01T00:00:00
2018,5,Jind,0.4622404036983367,False,,jind,2018-05-01,2018-05-01T00:00:00
2018,5,Karnal,0.6756945867692271,False,,karnal,2018-05-01,2018-05-01T00:00:00
2018,5,Mahendragarh,0.2024000496496253,True,,mahendragarh,2018-05-01,2018-05-01T00:00:00
2018,5,Meerut,0.4265574593697824,False,,meerut,2018-05-01,2018-05-01T00:00:00
2018,5,Muzaffarnagar,0.6271931841488807,False,,muzaffarnagar,2018-05-01,2018-05-01T00:00:00
2018,5,New Delhi,0.283389629015038,True,,new delhi,2018-05-01,2018-05-01T00:00:00
2018,5,North Delhi,0.4336011370984456,True,,north delhi,2018-05-01,2018-05-01T00:00:00
2018,5,North East Delhi,0.195256951355165,False,,north east delhi,2018-05-01,2018-05-01T00:00:00
2018,5,North West Delhi,0.5755724368556854,False,,north west delhi,2018-05-01,2018-05-01T00:00:00
2018,5,Nuh,0.165327863988056,False,,nuh,2018-05-01,2018-05-01T00:00:00
2018,5,Palwal,0.4799953235253211,False,,palwal,2018-05-01,2018-05-01T00:00:00
2018,5,Panipat,0.6298697850396556,False,,panipat,2018-05-01,2018-05-01T00:00:00
2018,5,Rewari,0.0518344631118159,False,,rewari,2018-05-01,2018-05-01T00:00:00
2018,5,Rohtak,0.7765109183326844,False,,rohtak,2018-05-01,2018-05-01T00:00:00
2018,5,Shahdara,0.2526735543243346,True,,shahdara,2018-05-01,2018-05-01T00:00:00
2018,5,Shamli,0.6837468416460099,False,,shamli,2018-05-01,2018-05-01T00:00:00
2018,5,Sonipat,0.6864133119903584,False,,sonipat,2018-05-01,2018-05-01T00:00:00
2018,5,South Delhi,0.283389629015038,True,,south delhi,2018-05-01,2018-05-01T00:00:00
2018,5,South East Delhi,0.2420990303639442,False,,south east delhi,2018-05-01,2018-05-01T00:00:00
2018,5,South West Delhi,0.3940658082644785,True,,south west delhi,2018-05-01,2018-05-01T00:00:00
2018,5,West,0.5195119128592554,True,nearest,west,2018-05-01,2018-05-01T00:00:00
2018,5,West Delhi,0.5195119128592554,True,,west delhi,2018-05-01,2018-05-01T00:00:00
2018,6,Alwar,3.705500027324472,False,,alwar,2018-06-01,2018-06-01T00:00:00
2018,6,Baghpat,1.6801919010778268,False,,baghpat,2018-06-01,2018-06-01T00:00:00
2018,6,Bharatpur,3.4963444670041404,False,,bharatpur,2018-06-01,2018-06-01T00:00:00
2018,6,Bhiwani,2.5606755862633386,True,,bhiwani,2018-06-01,2018-06-01T00:00:00
2018,6,Bulandshahr,0.3417146982418166,False,,bulandshahr,2018-06-01,2018-06-01T00:00:00
2018,6,Central Delhi,1.350257659620709,True,,central delhi,2018-06-01,2018-06-01T00:00:00
2018,6,Charki Dadri,2.0655259859782675,True,,charki dadri,2018-06-01,2018-06-01T00:00:00
2018,6,East Delhi,0.9588056183523602,True,,east delhi,2018-06-01,2018-06-01T00:00:00
2018,6,Faridabad,2.324741724133492,True,nearest,faridabad,2018-06-01,2018-06-01T00:00:00
2018,6,Gautam Buddha Nagar,0.4799465755621592,False,,gautam buddha nagar,2018-06-01,2018-06-01T00:00:00
2018,6,Ghaziabad,0.6401381939649582,False,,ghaziabad,2018-06-01,2018-06-01T00:00:00
2018,6,Gurugram,2.89315136273702,False,,gurugram,2018-06-01,2018-06-01T00:00:00
2018,6,Hapur,0.1417781074841817,False,,hapur,2018-06-01,2018-06-01T00:00:00
2018,6,Jhajjar,2.551203503873613,False,,jhajjar,2018-06-01,2018-06-01T00:00:00
2018,6,Jind,1.608240427573522,False,,jind,2018-06-01,2018-06-01T00:00:00
2018,6,Karnal,2.291274727135897,False,,karnal,2018-06-01,2018-06-01T00:00:00
2018,6,Mahendragarh,2.3950994475611616,True,,mahendragarh,2018-06-01,2018-06-01T00:00:00
2018,6,Meerut,1.3599932264288266,False,,meerut,2018-06-01,2018-06-01T00:00:00
2018,6,Muzaffarnagar,2.1247580286115406,False,,muzaffarnagar,2018-06-01,2018-06-01T00:00:00
2018,6,New Delhi,2.324741724133492,True,,new delhi,2018-06-01,2018-06-01T00:00:00
2018,6,North Delhi,1.1770684055652882,True,,north delhi,2018-06-01,2018-06-01T00:00:00
2018,6,North East Delhi,0.804244609673818,False,,north east delhi,2018-06-01,2018-06-01T00:00:00
2018,6,North West Delhi,1.4901962836583456,False,,north west delhi,2018-06-01,2018-06-01T00:00:00
2018,6,Nuh,2.8662544575002458,False,,nuh,2018-06-01,2018-06-01T00:00:00
2018,6,Palwal,1.7114238023757935,False,,palwal,2018-06-01,2018-06-01T00:00:00
2018,6,Panipat,0.7700035045544307,False,,panipat,2018-06-01,2018-06-01T00:00:00
2018,6,Rewari,1.0846988677978515,False,,rewari,2018-06-01,2018-06-01T00:00:00
2018,6,Rohtak,2.5606755862633386,False,,rohtak,2018-06-01,2018-06-01T00:00:00
2018,6,Shahdara,0.722191401819388,True,,shahdara,2018-06-01,2018-06-01T00:00:00
2018,6,Shamli,1.5838939189910888,False,,shamli,2018-06-01,2018-06-01T00:00:00
2018,6,Sonipat,1.2705710394514933,False,,sonipat,2018-06-01,2018-06-01T00:00:00
2018,6,South Delhi,2.324741724133492,True,,south delhi,2018-06-01,2018-06-01T00:00:00
2018,6,South East Delhi,1.7563320855299631,False,,south east delhi,2018-06-01,2018-06-01T00:00:00
2018,6,South West Delhi,2.7221774333053164,True,,south west delhi,2018-06-01,2018-06-01T00:00:00
2018,6,West,2.0206998937659795,True,nearest,west,2018-06-01,2018-06-01T00:00:00
2018,6,West Delhi,2.0206998937659795,True,,west delhi,2018-06-01,2018-06-01T00:00:00
2018,7,Alwar,5.620522650224822,False,,alwar,2018-07-01,2018-07-01T00:00:00
2018,7,Baghpat,10.358554161844715,False,,baghpat,2018-07-01,2018-07-01T00:00:00
2018,7,Bharatpur,8.250156100238524,False,,bharatpur,2018-07-01,2018-07-01T00:00:00
2018,7,Bhiwani,3.7635503913606367,True,,bhiwani,2018-07-01,2018-07-01T00:00:00
2018,7,Bulandshahr,9.121333107993166,False,,bulandshahr,2018-07-01,2018-07-01T00:00:00
2018,7,Central Delhi,6.906520667255566,True,,central delhi,2018-07-01,2018-07-01T00:00:00
2018,7,Charki Dadri,5.520444169320086,True,,charki dadri,2018-07-01,2018-07-01T00:00:00
2018,7,East Delhi,6.823208449588669,True,,east delhi,2018-07-01,2018-07-01T00:00:00
2018,7,Faridabad,7.048269551007017,True,nearest,faridabad,2018-07-01,2018-07-01T00:00:00
2018,7,Gautam Buddha Nagar,4.762932739190517,False,,gautam buddha nagar,2018-07-01,2018-07-01T00:00:00
2018,7,Ghaziabad,8.612884420060343,False,,ghaziabad,2018-07-01,2018-07-01T00:00:00
2018,7,Gurugram,7.0027309124988895,False,,gurugram,2018-07-01,2018-07-01T00:00:00
2018,7,Hapur,8.76283096209649,False,,hapur,2018-07-01,2018-07-01T00:00:00
2018,7,Jhajjar,4.88270023176747,False,,jhajjar,2018-07-01,2018-07-01T00:00:00
2018,7,Jind,4.552074611186981,False,,jind,2018-07-01,2018-07-01T00:00:00
2018,7,Karnal,8.490293370139215,False,,karnal,2018-07-01,2018-07-01T00:00:00
2018,7,Mahendragarh,6.767802267528486,True,,mahendragarh,2018-07-01,2018-07-01T00:00:00
2018,7,Meerut,12.309516581941034,False,,meerut,2018-07-01,2018-07-01T00:00:00
2018,7,Muzaffarnagar,12.062184574743432,False,,muzaffarnagar,2018-07-01,2018-07-01T00:00:00
2018,7,New Delhi,7.048269551007017,True,,new delhi,2018-07-01,2018-07-01T00:00:00
2018,7,North Delhi,7.698121576187431,True,,north delhi,2018-07-01,2018-07-01T00:00:00
2018,7,North East Delhi,5.030940471156951,False,,north east delhi,2018-07-01,2018-07-01T00:00:00
2018,7,North West Delhi,8.594813341094602,False,,north west delhi,2018-07-01,2018-07-01T00:00:00
2018,7,Nuh,6.283789223560722,False,,nuh,2018-07-01,2018-07-01T00:00:00
2018,7,Palwal,5.686752042342579,False,,palwal,2018-07-01,2018-07-01T00:00:00
2018,7,Panipat,7.165705697190377,False,,panipat,2018-07-01,2018-07-01T00:00:00
2018,7,Rewari,7.915081884832151,False,,rewari,2018-07-01,2018-07-01T00:00:00
2018,7,Rohtak,3.7635503913606367,False,,rohtak,2018-07-01,2018-07-01T00:00:00
2018,7,Shahdara,6.821912445608647,True,,shahdara,2018-07-01,2018-07-01T00:00:00
2018,7,Shamli,11.133358418460816,False,,shamli,2018-07-01,2018-07-01T00:00:00
2018,7,Sonipat,5.893415486780546,False,,sonipat,2018-07-01,2018-07-01T00:00:00
2018,7,South Delhi,7.048269551007017,True,,south delhi,2018-07-01,2018-07-01T00:00:00
2018,7,South East Delhi,7.093808189515145,False,,south east delhi,2018-07-01,2018-07-01T00:00:00
2018,7,South West Delhi,5.94271557213318,True,,south west delhi,2018-07-01,2018-07-01T00:00:00
2018,7,West,6.738756786431036,True,nearest,west,2018-07-01,2018-07-01T00:00:00
2018,7,West Delhi,6.738756786431036,True,,west delhi,2018-07-01,2018-07-01T00:00:00
2018,8,Alwar,4.774658857471383,False,,alwar,2018-08-01,2018-08-01T00:00:00
2018,8,Baghpat,6.604869483219039,False,,baghpat,2018-08-01,2018-08-01T00:00:00
2018,8,Bharatpur,3.0285700922531467,False,,bharatpur,2018-08-01,2018-08-01T00:00:00
2018,8,Bhiwani,1.0354052861371348,True,,bhiwani,2018-08-01,2018-08-01T00:00:00
2018,8,Bulandshahr,4.693480997196128,False,,bulandshahr,2018-08-01,2018-08-01T00:00:00
2018,8,Central Delhi,3.178573711584973,True,,central delhi,2018-08-01,2018-08-01T00:00:00
2018,8,Charki Dadri,2.0734597882489574,True,,charki dadri,2018-08-01,2018-08-01T00:00:00
2018,8,East Delhi,2.975548635407161,True,,east delhi,2018-08-01,2018-08-01T00:00:00
2018,8,Faridabad,3.0918105571500725,True,nearest,faridabad,2018-08-01,2018-08-01T00:00:00
2018,8,Gautam Buddha Nagar,3.894224266852102,False,,gautam buddha nagar,2018-08-01,2018-08-01T00:00:00
2018,8,Ghaziabad,3.6507332108674513,False,,ghaziabad,2018-08-01,2018-08-01T00:00:00
2018,8,Gurugram,4.801932685798215,False,,gurugram,2018-08-01,2018-08-01T00:00:00
2018,8,Hapur,6.3770140736333785,False,,hapur,2018-08-01,2018-08-01T00:00:00
2018,8,Jhajjar,2.890087719325737,False,,jhajjar,2018-08-01,2018-08-01T00:00:00
2018,8,Jind,2.670566494666761,False,,jind,2018-08-01,2018-08-01T00:00:00
2018,8,Karnal,3.5053040757775307,False,,karnal,2018-08-01,2018-08-01T00:00:00
2018,8,Mahendragarh,3.5347726083776925,True,,mahendragarh,2018-08-01,2018-08-01T00:00:00
2018,8,Meerut,6.983254555636837,False,,meerut,2018-08-01,2018-08-01T00:00:00
2018,8,Muzaffarnagar,7.453094951568111,False,,muzaffarnagar,2018-08-01,2018-08-01T00:00:00
2018,8,New Delhi,3.0918105571500725,True,,new delhi,2018-08-01,2018-08-01T00:00:00
2018,8,North Delhi,4.432369119585843,True,,north delhi,2018-08-01,2018-08-01T00:00:00
2018,8,North East Delhi,2.1839378985666458,False,,north east delhi,2018-08-01,2018-08-01T00:00:00
2018,8,North West Delhi,5.970094807686344,False,,north west delhi,2018-08-01,2018-08-01T00:00:00
2018,8,Nuh,2.370558864006432,False,,nuh,2018-08-01,2018-08-01T00:00:00
2018,8,Palwal,1.8481695861105,False,,palwal,2018-08-01,2018-08-01T00:00:00
2018,8,Panipat,2.193582490567238,False,,panipat,2018-08-01,2018-08-01T00:00:00
2018,8,Rewari,2.294886359284001,False,,rewari,2018-08-01,2018-08-01T00:00:00
2018,8,Rohtak,1.0354052861371348,False,,rohtak,2018-08-01,2018-08-01T00:00:00
2018,8,Shahdara,2.9173355547170488,True,,shahdara,2018-08-01,2018-08-01T00:00:00
2018,8,Shamli,4.965243270320277,False,,shamli,2018-08-01,2018-08-01T00:00:00
2018,8,Sonipat,3.752210197589731,False,,sonipat,2018-08-01,2018-08-01T00:00:00
2018,8,South Delhi,3.0918105571500725,True,,south delhi,2018-08-01,2018-08-01T00:00:00
2018,8,South East Delhi,1.381688428501929,False,,south east delhi,2018-08-01,2018-08-01T00:00:00
2018,8,South West Delhi,3.846010202561976,True,,south west delhi,2018-08-01,2018-08-01T00:00:00
2018,8,West,4.430091263506041,True,nearest,west,2018-08-01,2018-08-01T00:00:00
2018,8,West Delhi,4.430091263506041,True,,west delhi,2018-08-01,2018-08-01T00:00:00
2018,9,Alwar,3.789546224332992,False,,alwar,2018-09-01,2018-09-01T00:00:00
2018,9,Baghpat,5.960773461560408,False,,baghpat,2018-09-01,2018-09-01T00:00:00
2018,9,Bharatpur,3.286011491219203,False,,bharatpur,2018-09-01,2018-09-01T00:00:00
2018,9,Bhiwani,3.9462772041559218,True,,bhiwani,2018-09-01,2018-09-01T00:00:00
2018,9,Bulandshahr,3.8632613868349126,False,,bulandshahr,2018-09-01,2018-09-01T00:00:00
2018,9,Central Delhi,4.56115083164639,True,,central delhi,2018-09-01,2018-09-01T00:00:00
2018,9,Charki Dadri,4.8368022818808205,True,,charki dadri,2018-09-01,2018-09-01T00:00:00
2018,9,East Delhi,5.643455427057213,True,,east delhi,2018-09-01,2018-09-01T00:00:00
2018,9,Faridabad,4.574155361577869,True,nearest,faridabad,2018-09-01,2018-09-01T00:00:00
2018,9,Gautam Buddha Nagar,5.71874829530716,False,,gautam buddha nagar,2018-09-01,2018-09-01T00:00:00
2018,9,Ghaziabad,7.055445314943791,False,,ghaziabad,2018-09-01,2018-09-01T00:00:00
2018,9,Gurugram,4.992138052235047,False,,gurugram,2018-09-01,2018-09-01T00:00:00
2018,9,Hapur,5.747165036201477,False,,hapur,2018-09-01,2018-09-01T00:00:00
2018,9,Jhajjar,3.902909905546241,False,,jhajjar,2018-09-01,2018-09-01T00:00:00
2018,9,Jind,7.04009917229414,False,,jind,2018-09-01,2018-09-01T00:00:00
2018,9,Karnal,6.584669919312001,False,,karnal,2018-09-01,2018-09-01T00:00:00
2018,9,Mahendragarh,5.2253829801366445,True,,mahendragarh,2018-09-01,2018-09-01T00:00:00
2018,9,Meerut,8.30457549840212,False,,meerut,2018-09-01,2018-09-01T00:00:00
2018,9,Muzaffarnagar,9.224243644624949,False,,muzaffarnagar,2018-09-01,2018-09-01T00:00:00
2018,9,New Delhi,4.574155361577869,True,,new delhi,2018-09-01,2018-09-01T00:00:00
2018,9,North Delhi,5.50656724870205,True,,north delhi,2018-09-01,2018-09-01T00:00:00
2018,9,North East Delhi,3.3150412142276764,False,,north east delhi,2018-09-01,2018-09-01T00:00:00
2018,9,North West Delhi,6.212238609790802,False,,north west delhi,2018-09-01,2018-09-01T00:00:00
2018,9,Nuh,3.082479778263304,False,,nuh,2018-09-01,2018-09-01T00:00:00
2018,9,Palwal,3.859793510039647,False,,palwal,2018-09-01,2018-09-01T00:00:00
2018,9,Panipat,3.1517530977725983,False,,panipat,2018-09-01,2018-09-01T00:00:00
2018,9,Rewari,6.661219735940297,False,,rewari,2018-09-01,2018-09-01T00:00:00
2018,9,Rohtak,3.9462772041559218,False,,rohtak,2018-09-01,2018-09-01T00:00:00
2018,9,Shahdara,5.185243264585734,True,,shahdara,2018-09-01,2018-09-01T00:00:00
2018,9,Shamli,5.547495695948601,False,,shamli,2018-09-01,2018-09-01T00:00:00
