DISTRICT_NAME,State,AQI,YEAR,MONTH,TIME,TIME_ISO,DISTRICT_NAME_clean
West Delhi,NCTofDelhi,124.51,2018,9,2018-09-01,2018-09-01T00:00:00,west delhi
Alwar,Rajasthan,100.81,2018,10,2018-10-01,2018-10-01T00:00:00,alwar
Baghpat,UttarPradesh,285.39,2018,10,2018-10-01,2018-10-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2018,10,2018-10-01,2018-10-01T00:00:00,bharatpur
Bhiwani,Haryana,,2018,10,2018-10-01,2018-10-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,258.15,2018,10,2018-10-01,2018-10-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,273.19,2018,10,2018-10-01,2018-10-01T00:00:00,east delhi
Faridabad,Haryana,281.63,2018,10,2018-10-01,2018-10-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,274.19,2018,10,2018-10-01,2018-10-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,299.26,2018,10,2018-10-01,2018-10-01T00:00:00,ghaziabad
Gurugram,Haryana,322.08,2018,10,2018-10-01,2018-10-01T00:00:00,gurugram
Hapur,UttarPradesh,291.1,2018,10,2018-10-01,2018-10-01T00:00:00,hapur
Jhajjar,Haryana,,2018,10,2018-10-01,2018-10-01T00:00:00,jhajjar
Jind,Haryana,,2018,10,2018-10-01,2018-10-01T00:00:00,jind
Mahendragarh,Haryana,,2018,10,2018-10-01,2018-10-01T00:00:00,mahendragarh
Meerut,UttarPradesh,,2018,10,2018-10-01,2018-10-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,250.55,2018,10,2018-10-01,2018-10-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,238.16,2018,10,2018-10-01,2018-10-01T00:00:00,new delhi
North Delhi,NCTofDelhi,276.84,2018,10,2018-10-01,2018-10-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,217.14,2018,10,2018-10-01,2018-10-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,302.75,2018,10,2018-10-01,2018-10-01T00:00:00,north west delhi
Nuh,Haryana,,2018,10,2018-10-01,2018-10-01T00:00:00,nuh
Palwal,Haryana,,2018,10,2018-10-01,2018-10-01T00:00:00,palwal
Panipat,Haryana,,2018,10,2018-10-01,2018-10-01T00:00:00,panipat
Rewari,Haryana,,2018,10,2018-10-01,2018-10-01T00:00:00,rewari
Rohtak,Haryana,105.61,2018,10,2018-10-01,2018-10-01T00:00:00,rohtak
Shahdara,NCTofDelhi,312.72,2018,10,2018-10-01,2018-10-01T00:00:00,shahdara
Shamli,UttarPradesh,,2018,10,2018-10-01,2018-10-01T00:00:00,shamli
Sonipat,Haryana,,2018,10,2018-10-01,2018-10-01T00:00:00,sonipat
South Delhi,NCTofDelhi,246.28,2018,10,2018-10-01,2018-10-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,304.53,2018,10,2018-10-01,2018-10-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,267.79,2018,10,2018-10-01,2018-10-01T00:00:00,south west delhi
West,NCTofDelhi,268.94,2018,10,2018-10-01,2018-10-01T00:00:00,west delhi
West Delhi,NCTofDelhi,291.18,2018,10,2018-10-01,2018-10-01T00:00:00,west delhi
Alwar,Rajasthan,108.62,2018,11,2018-11-01,2018-11-01T00:00:00,alwar
Baghpat,UttarPradesh,352.03,2018,11,2018-11-01,2018-11-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2018,11,2018-11-01,2018-11-01T00:00:00,bharatpur
Bhiwani,Haryana,,2018,11,2018-11-01,2018-11-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,352.07,2018,11,2018-11-01,2018-11-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,342.17,2018,11,2018-11-01,2018-11-01T00:00:00,east delhi
Faridabad,Haryana,345.07,2018,11,2018-11-01,2018-11-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,347.9,2018,11,2018-11-01,2018-11-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,352.8,2018,11,2018-11-01,2018-11-01T00:00:00,ghaziabad
Gurugram,Haryana,282.93,2018,11,2018-11-01,2018-11-01T00:00:00,gurugram
Hapur,UttarPradesh,340.62,2018,11,2018-11-01,2018-11-01T00:00:00,hapur
Jhajjar,Haryana,,2018,11,2018-11-01,2018-11-01T00:00:00,jhajjar
Jind,Haryana,,2018,11,2018-11-01,2018-11-01T00:00:00,jind
Mahendragarh,Haryana,,2018,11,2018-11-01,2018-11-01T00:00:00,mahendragarh
Meerut,UttarPradesh,,2018,11,2018-11-01,2018-11-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,325.1,2018,11,2018-11-01,2018-11-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,323.58,2018,11,2018-11-01,2018-11-01T00:00:00,new delhi
North Delhi,NCTofDelhi,338.07,2018,11,2018-11-01,2018-11-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,326.07,2018,11,2018-11-01,2018-11-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,365.93,2018,11,2018-11-01,2018-11-01T00:00:00,north west delhi
Nuh,Haryana,,2018,11,2018-11-01,2018-11-01T00:00:00,nuh
Palwal,Haryana,,2018,11,2018-11-01,2018-11-01T00:00:00,palwal
Panipat,Haryana,,2018,11,2018-11-01,2018-11-01T00:00:00,panipat
Rewari,Haryana,,2018,11,2018-11-01,2018-11-01T00:00:00,rewari
Rohtak,Haryana,162.93,2018,11,2018-11-01,2018-11-01T00:00:00,rohtak
Shahdara,NCTofDelhi,352.2,2018,11,2018-11-01,2018-11-01T00:00:00,shahdara
Shamli,UttarPradesh,,2018,11,2018-11-01,2018-11-01T00:00:00,shamli
Sonipat,Haryana,,2018,11,2018-11-01,2018-11-01T00:00:00,sonipat
South Delhi,NCTofDelhi,295.24,2018,11,2018-11-01,2018-11-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,343.77,2018,11,2018-11-01,2018-11-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,313.57,2018,11,2018-11-01,2018-11-01T00:00:00,south west delhi
West,NCTofDelhi,335.03,2018,11,2018-11-01,2018-11-01T00:00:00,west delhi
West Delhi,NCTofDelhi,339.39,2018,11,2018-11-01,2018-11-01T00:00:00,west delhi
Alwar,Rajasthan,111.65,2018,12,2018-12-01,2018-12-01T00:00:00,alwar
Baghpat,UttarPradesh,349.16,2018,12,2018-12-01,2018-12-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2018,12,2018-12-01,2018-12-01T00:00:00,bharatpur
Bhiwani,Haryana,,2018,12,2018-12-01,2018-12-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,380.93,2018,12,2018-12-01,2018-12-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,388.34,2018,12,2018-12-01,2018-12-01T00:00:00,east delhi
Faridabad,Haryana,343.94,2018,12,2018-12-01,2018-12-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,378.81,2018,12,2018-12-01,2018-12-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,391.27,2018,12,2018-12-01,2018-12-01T00:00:00,ghaziabad
Gurugram,Haryana,249.93,2018,12,2018-12-01,2018-12-01T00:00:00,gurugram
Hapur,UttarPradesh,375.58,2018,12,2018-12-01,2018-12-01T00:00:00,hapur
Jhajjar,Haryana,,2018,12,2018-12-01,2018-12-01T00:00:00,jhajjar
Jind,Haryana,,2018,12,2018-12-01,2018-12-01T00:00:00,jind
Mahendragarh,Haryana,,2018,12,2018-12-01,2018-12-01T00:00:00,mahendragarh
Meerut,UttarPradesh,,2018,12,2018-12-01,2018-12-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,357.35,2018,12,2018-12-01,2018-12-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,349.02,2018,12,2018-12-01,2018-12-01T00:00:00,new delhi
North Delhi,NCTofDelhi,365.34,2018,12,2018-12-01,2018-12-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,359.01,2018,12,2018-12-01,2018-12-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,390.17,2018,12,2018-12-01,2018-12-01T00:00:00,north west delhi
Nuh,Haryana,,2018,12,2018-12-01,2018-12-01T00:00:00,nuh
Palwal,Haryana,,2018,12,2018-12-01,2018-12-01T00:00:00,palwal
Panipat,Haryana,,2018,12,2018-12-01,2018-12-01T00:00:00,panipat
Rewari,Haryana,,2018,12,2018-12-01,2018-12-01T00:00:00,rewari
Rohtak,Haryana,177.89,2018,12,2018-12-01,2018-12-01T00:00:00,rohtak
Shahdara,NCTofDelhi,383.65,2018,12,2018-12-01,2018-12-01T00:00:00,shahdara
Shamli,UttarPradesh,,2018,12,2018-12-01,2018-12-01T00:00:00,shamli
Sonipat,Haryana,354.0,2018,12,2018-12-01,2018-12-01T00:00:00,sonipat
South Delhi,NCTofDelhi,324.81,2018,12,2018-12-01,2018-12-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,369.94,2018,12,2018-12-01,2018-12-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,334.69,2018,12,2018-12-01,2018-12-01T00:00:00,south west delhi
West,NCTofDelhi,360.52,2018,12,2018-12-01,2018-12-01T00:00:00,west delhi
West Delhi,NCTofDelhi,376.74,2018,12,2018-12-01,2018-12-01T00:00:00,west delhi
Alwar,Rajasthan,105.06,2019,1,2019-01-01,2019-01-01T00:00:00,alwar
Baghpat,UttarPradesh,312.14,2019,1,2019-01-01,2019-01-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2019,1,2019-01-01,2019-01-01T00:00:00,bharatpur
Bhiwani,Haryana,127.71,2019,1,2019-01-01,2019-01-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,321.17,2019,1,2019-01-01,2019-01-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,342.32,2019,1,2019-01-01,2019-01-01T00:00:00,east delhi
Faridabad,Haryana,325.96,2019,1,2019-01-01,2019-01-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,328.81,2019,1,2019-01-01,2019-01-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,339.48,2019,1,2019-01-01,2019-01-01T00:00:00,ghaziabad
Gurugram,Haryana,272.97,2019,1,2019-01-01,2019-01-01T00:00:00,gurugram
Hapur,UttarPradesh,315.13,2019,1,2019-01-01,2019-01-01T00:00:00,hapur
Jhajjar,Haryana,,2019,1,2019-01-01,2019-01-01T00:00:00,jhajjar
Jind,Haryana,161.4,2019,1,2019-01-01,2019-01-01T00:00:00,jind
Karnal,Haryana,162.16,2019,1,2019-01-01,2019-01-01T00:00:00,karnal
Mahendragarh,Haryana,,2019,1,2019-01-01,2019-01-01T00:00:00,mahendragarh
Meerut,UttarPradesh,,2019,1,2019-01-01,2019-01-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,303.55,2019,1,2019-01-01,2019-01-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,313.65,2019,1,2019-01-01,2019-01-01T00:00:00,new delhi
North Delhi,NCTofDelhi,319.54,2019,1,2019-01-01,2019-01-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,338.34,2019,1,2019-01-01,2019-01-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,353.18,2019,1,2019-01-01,2019-01-01T00:00:00,north west delhi
Nuh,Haryana,,2019,1,2019-01-01,2019-01-01T00:00:00,nuh
Palwal,Haryana,201.22,2019,1,2019-01-01,2019-01-01T00:00:00,palwal
Panipat,Haryana,192.33,2019,1,2019-01-01,2019-01-01T00:00:00,panipat
Rewari,Haryana,,2019,1,2019-01-01,2019-01-01T00:00:00,rewari
Rohtak,Haryana,137.67,2019,1,2019-01-01,2019-01-01T00:00:00,rohtak
Shahdara,NCTofDelhi,335.82,2019,1,2019-01-01,2019-01-01T00:00:00,shahdara
Shamli,UttarPradesh,,2019,1,2019-01-01,2019-01-01T00:00:00,shamli
Sonipat,Haryana,246.76,2019,1,2019-01-01,2019-01-01T00:00:00,sonipat
South Delhi,NCTofDelhi,299.36,2019,1,2019-01-01,2019-01-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,337.94,2019,1,2019-01-01,2019-01-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,318.57,2019,1,2019-01-01,2019-01-01T00:00:00,south west delhi
West,NCTofDelhi,327.71,2019,1,2019-01-01,2019-01-01T00:00:00,west delhi
West Delhi,NCTofDelhi,337.15,2019,1,2019-01-01,2019-01-01T00:00:00,west delhi
Alwar,Rajasthan,78.7,2019,2,2019-02-01,2019-02-01T00:00:00,alwar
Baghpat,UttarPradesh,227.93,2019,2,2019-02-01,2019-02-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2019,2,2019-02-01,2019-02-01T00:00:00,bharatpur
Bhiwani,Haryana,101.77,2019,2,2019-02-01,2019-02-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,239.81,2019,2,2019-02-01,2019-02-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,252.92,2019,2,2019-02-01,2019-02-01T00:00:00,east delhi
Faridabad,Haryana,189.86,2019,2,2019-02-01,2019-02-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,246.59,2019,2,2019-02-01,2019-02-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,262.67,2019,2,2019-02-01,2019-02-01T00:00:00,ghaziabad
Gurugram,Haryana,181.96,2019,2,2019-02-01,2019-02-01T00:00:00,gurugram
Hapur,UttarPradesh,216.26,2019,2,2019-02-01,2019-02-01T00:00:00,hapur
Jhajjar,Haryana,,2019,2,2019-02-01,2019-02-01T00:00:00,jhajjar
Jind,Haryana,172.39,2019,2,2019-02-01,2019-02-01T00:00:00,jind
Karnal,Haryana,141.3,2019,2,2019-02-01,2019-02-01T00:00:00,karnal
Mahendragarh,Haryana,,2019,2,2019-02-01,2019-02-01T00:00:00,mahendragarh
Meerut,UttarPradesh,,2019,2,2019-02-01,2019-02-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,202.46,2019,2,2019-02-01,2019-02-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,237.07,2019,2,2019-02-01,2019-02-01T00:00:00,new delhi
North Delhi,NCTofDelhi,241.63,2019,2,2019-02-01,2019-02-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,252.48,2019,2,2019-02-01,2019-02-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,273.56,2019,2,2019-02-01,2019-02-01T00:00:00,north west delhi
Nuh,Haryana,,2019,2,2019-02-01,2019-02-01T00:00:00,nuh
Palwal,Haryana,165.41,2019,2,2019-02-01,2019-02-01T00:00:00,palwal
Panipat,Haryana,131.64,2019,2,2019-02-01,2019-02-01T00:00:00,panipat
Rewari,Haryana,,2019,2,2019-02-01,2019-02-01T00:00:00,rewari
Rohtak,Haryana,168.54,2019,2,2019-02-01,2019-02-01T00:00:00,rohtak
Shahdara,NCTofDelhi,261.69,2019,2,2019-02-01,2019-02-01T00:00:00,shahdara
Shamli,UttarPradesh,,2019,2,2019-02-01,2019-02-01T00:00:00,shamli
Sonipat,Haryana,185.63,2019,2,2019-02-01,2019-02-01T00:00:00,sonipat
South Delhi,NCTofDelhi,215.87,2019,2,2019-02-01,2019-02-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,221.83,2019,2,2019-02-01,2019-02-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,233.27,2019,2,2019-02-01,2019-02-01T00:00:00,south west delhi
West,NCTofDelhi,242.39,2019,2,2019-02-01,2019-02-01T00:00:00,west delhi
West Delhi,NCTofDelhi,262.26,2019,2,2019-02-01,2019-02-01T00:00:00,west delhi
Alwar,Rajasthan,76.7,2019,3,2019-03-01,2019-03-01T00:00:00,alwar
Baghpat,UttarPradesh,180.03,2019,3,2019-03-01,2019-03-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2019,3,2019-03-01,2019-03-01T00:00:00,bharatpur
Bhiwani,Haryana,93.9,2019,3,2019-03-01,2019-03-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,202.71,2019,3,2019-03-01,2019-03-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,170.17,2019,3,2019-03-01,2019-03-01T00:00:00,east delhi
Faridabad,Haryana,167.22,2019,3,2019-03-01,2019-03-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,195.68,2019,3,2019-03-01,2019-03-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,206.42,2019,3,2019-03-01,2019-03-01T00:00:00,ghaziabad
Gurugram,Haryana,148.9,2019,3,2019-03-01,2019-03-01T00:00:00,gurugram
Hapur,UttarPradesh,150.77,2019,3,2019-03-01,2019-03-01T00:00:00,hapur
Jhajjar,Haryana,,2019,3,2019-03-01,2019-03-01T00:00:00,jhajjar
Jind,Haryana,121.65,2019,3,2019-03-01,2019-03-01T00:00:00,jind
Karnal,Haryana,117.71,2019,3,2019-03-01,2019-03-01T00:00:00,karnal
Mahendragarh,Haryana,,2019,3,2019-03-01,2019-03-01T00:00:00,mahendragarh
Meerut,UttarPradesh,,2019,3,2019-03-01,2019-03-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,175.33,2019,3,2019-03-01,2019-03-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,161.84,2019,3,2019-03-01,2019-03-01T00:00:00,new delhi
North Delhi,NCTofDelhi,178.7,2019,3,2019-03-01,2019-03-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,182.66,2019,3,2019-03-01,2019-03-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,207.64,2019,3,2019-03-01,2019-03-01T00:00:00,north west delhi
Nuh,Haryana,,2019,3,2019-03-01,2019-03-01T00:00:00,nuh
Palwal,Haryana,143.06,2019,3,2019-03-01,2019-03-01T00:00:00,palwal
Panipat,Haryana,95.97,2019,3,2019-03-01,2019-03-01T00:00:00,panipat
Rewari,Haryana,,2019,3,2019-03-01,2019-03-01T00:00:00,rewari
Rohtak,Haryana,117.1,2019,3,2019-03-01,2019-03-01T00:00:00,rohtak
Shahdara,NCTofDelhi,198.79,2019,3,2019-03-01,2019-03-01T00:00:00,shahdara
Shamli,UttarPradesh,,2019,3,2019-03-01,2019-03-01T00:00:00,shamli
Sonipat,Haryana,122.03,2019,3,2019-03-01,2019-03-01T00:00:00,sonipat
South Delhi,NCTofDelhi,169.37,2019,3,2019-03-01,2019-03-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,168.18,2019,3,2019-03-01,2019-03-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,186.64,2019,3,2019-03-01,2019-03-01T00:00:00,south west delhi
West,NCTofDelhi,184.16,2019,3,2019-03-01,2019-03-01T00:00:00,west delhi
West Delhi,NCTofDelhi,211.99,2019,3,2019-03-01,2019-03-01T00:00:00,west delhi
Alwar,Rajasthan,134.92,2019,4,2019-04-01,2019-04-01T00:00:00,alwar
Baghpat,UttarPradesh,237.14,2019,4,2019-04-01,2019-04-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2019,4,2019-04-01,2019-04-01T00:00:00,bharatpur
Bhiwani,Haryana,153.9,2019,4,2019-04-01,2019-04-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,211.32,2019,4,2019-04-01,2019-04-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,178.91,2019,4,2019-04-01,2019-04-01T00:00:00,east delhi
Faridabad,Haryana,201.52,2019,4,2019-04-01,2019-04-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,221.43,2019,4,2019-04-01,2019-04-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,258.13,2019,4,2019-04-01,2019-04-01T00:00:00,ghaziabad
Gurugram,Haryana,200.33,2019,4,2019-04-01,2019-04-01T00:00:00,gurugram
Hapur,UttarPradesh,207.07,2019,4,2019-04-01,2019-04-01T00:00:00,hapur
Jhajjar,Haryana,,2019,4,2019-04-01,2019-04-01T00:00:00,jhajjar
Jind,Haryana,150.83,2019,4,2019-04-01,2019-04-01T00:00:00,jind
Karnal,Haryana,198.14,2019,4,2019-04-01,2019-04-01T00:00:00,karnal
Mahendragarh,Haryana,,2019,4,2019-04-01,2019-04-01T00:00:00,mahendragarh
Meerut,UttarPradesh,,2019,4,2019-04-01,2019-04-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,210.93,2019,4,2019-04-01,2019-04-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,184.65,2019,4,2019-04-01,2019-04-01T00:00:00,new delhi
North Delhi,NCTofDelhi,229.34,2019,4,2019-04-01,2019-04-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,215.09,2019,4,2019-04-01,2019-04-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,232.78,2019,4,2019-04-01,2019-04-01T00:00:00,north west delhi
Nuh,Haryana,,2019,4,2019-04-01,2019-04-01T00:00:00,nuh
Palwal,Haryana,245.48,2019,4,2019-04-01,2019-04-01T00:00:00,palwal
Panipat,Haryana,159.96,2019,4,2019-04-01,2019-04-01T00:00:00,panipat
Rewari,Haryana,,2019,4,2019-04-01,2019-04-01T00:00:00,rewari
Rohtak,Haryana,147.93,2019,4,2019-04-01,2019-04-01T00:00:00,rohtak
Shahdara,NCTofDelhi,227.8,2019,4,2019-04-01,2019-04-01T00:00:00,shahdara
Shamli,UttarPradesh,,2019,4,2019-04-01,2019-04-01T00:00:00,shamli
Sonipat,Haryana,172.17,2019,4,2019-04-01,2019-04-01T00:00:00,sonipat
South Delhi,NCTofDelhi,194.88,2019,4,2019-04-01,2019-04-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,192.38,2019,4,2019-04-01,2019-04-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,207.76,2019,4,2019-04-01,2019-04-01T00:00:00,south west delhi
West,NCTofDelhi,210.73,2019,4,2019-04-01,2019-04-01T00:00:00,west delhi
West Delhi,NCTofDelhi,237.56,2019,4,2019-04-01,2019-04-01T00:00:00,west delhi
Alwar,Rajasthan,100.88,2019,5,2019-05-01,2019-05-01T00:00:00,alwar
Baghpat,UttarPradesh,252.19,2019,5,2019-05-01,2019-05-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2019,5,2019-05-01,2019-05-01T00:00:00,bharatpur
Bhiwani,Haryana,185.0,2019,5,2019-05-01,2019-05-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,230.45,2019,5,2019-05-01,2019-05-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,197.23,2019,5,2019-05-01,2019-05-01T00:00:00,east delhi
Faridabad,Haryana,202.55,2019,5,2019-05-01,2019-05-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,228.87,2019,5,2019-05-01,2019-05-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,273.06,2019,5,2019-05-01,2019-05-01T00:00:00,ghaziabad
Gurugram,Haryana,207.33,2019,5,2019-05-01,2019-05-01T00:00:00,gurugram
Hapur,UttarPradesh,243.55,2019,5,2019-05-01,2019-05-01T00:00:00,hapur
Jhajjar,Haryana,,2019,5,2019-05-01,2019-05-01T00:00:00,jhajjar
Jind,Haryana,173.29,2019,5,2019-05-01,2019-05-01T00:00:00,jind
Karnal,Haryana,216.8,2019,5,2019-05-01,2019-05-01T00:00:00,karnal
Mahendragarh,Haryana,,2019,5,2019-05-01,2019-05-01T00:00:00,mahendragarh
Meerut,UttarPradesh,,2019,5,2019-05-01,2019-05-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,215.07,2019,5,2019-05-01,2019-05-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,202.59,2019,5,2019-05-01,2019-05-01T00:00:00,new delhi
North Delhi,NCTofDelhi,236.25,2019,5,2019-05-01,2019-05-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,218.01,2019,5,2019-05-01,2019-05-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,245.09,2019,5,2019-05-01,2019-05-01T00:00:00,north west delhi
Nuh,Haryana,,2019,5,2019-05-01,2019-05-01T00:00:00,nuh
Palwal,Haryana,238.2,2019,5,2019-05-01,2019-05-01T00:00:00,palwal
Panipat,Haryana,199.85,2019,5,2019-05-01,2019-05-01T00:00:00,panipat
Rewari,Haryana,,2019,5,2019-05-01,2019-05-01T00:00:00,rewari
Rohtak,Haryana,187.33,2019,5,2019-05-01,2019-05-01T00:00:00,rohtak
Shahdara,NCTofDelhi,230.71,2019,5,2019-05-01,2019-05-01T00:00:00,shahdara
Shamli,UttarPradesh,,2019,5,2019-05-01,2019-05-01T00:00:00,shamli
Sonipat,Haryana,205.0,2019,5,2019-05-01,2019-05-01T00:00:00,sonipat
South Delhi,NCTofDelhi,199.69,2019,5,2019-05-01,2019-05-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,213.86,2019,5,2019-05-01,2019-05-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,219.37,2019,5,2019-05-01,2019-05-01T00:00:00,south west delhi
West,NCTofDelhi,220.61,2019,5,2019-05-01,2019-05-01T00:00:00,west delhi
West Delhi,NCTofDelhi,245.15,2019,5,2019-05-01,2019-05-01T00:00:00,west delhi
Alwar,Rajasthan,105.85,2019,6,2019-06-01,2019-06-01T00:00:00,alwar
Baghpat,UttarPradesh,217.68,2019,6,2019-06-01,2019-06-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2019,6,2019-06-01,2019-06-01T00:00:00,bharatpur
Bhiwani,Haryana,161.52,2019,6,2019-06-01,2019-06-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,172.15,2019,6,2019-06-01,2019-06-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,166.63,2019,6,2019-06-01,2019-06-01T00:00:00,east delhi
Faridabad,Haryana,153.79,2019,6,2019-06-01,2019-06-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,200.57,2019,6,2019-06-01,2019-06-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,217.77,2019,6,2019-06-01,2019-06-01T00:00:00,ghaziabad
Gurugram,Haryana,189.54,2019,6,2019-06-01,2019-06-01T00:00:00,gurugram
Hapur,UttarPradesh,,2019,6,2019-06-01,2019-06-01T00:00:00,hapur
Jhajjar,Haryana,,2019,6,2019-06-01,2019-06-01T00:00:00,jhajjar
Jind,Haryana,164.77,2019,6,2019-06-01,2019-06-01T00:00:00,jind
Karnal,Haryana,195.9,2019,6,2019-06-01,2019-06-01T00:00:00,karnal
Mahendragarh,Haryana,,2019,6,2019-06-01,2019-06-01T00:00:00,mahendragarh
Meerut,UttarPradesh,220.71,2019,6,2019-06-01,2019-06-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,158.9,2019,6,2019-06-01,2019-06-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,173.85,2019,6,2019-06-01,2019-06-01T00:00:00,new delhi
North Delhi,NCTofDelhi,186.42,2019,6,2019-06-01,2019-06-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,191.45,2019,6,2019-06-01,2019-06-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,201.38,2019,6,2019-06-01,2019-06-01T00:00:00,north west delhi
Nuh,Haryana,,2019,6,2019-06-01,2019-06-01T00:00:00,nuh
Palwal,Haryana,208.1,2019,6,2019-06-01,2019-06-01T00:00:00,palwal
Panipat,Haryana,156.93,2019,6,2019-06-01,2019-06-01T00:00:00,panipat
Rewari,Haryana,,2019,6,2019-06-01,2019-06-01T00:00:00,rewari
Rohtak,Haryana,154.55,2019,6,2019-06-01,2019-06-01T00:00:00,rohtak
