DISTRICT_NAME,State,AQI,YEAR,MONTH,TIME,TIME_ISO,DISTRICT_NAME_clean
Mahendragarh,Haryana,,2021,6,2021-06-01,2021-06-01T00:00:00,mahendragarh
Meerut,UttarPradesh,129.47,2021,6,2021-06-01,2021-06-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,129.17,2021,6,2021-06-01,2021-06-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,138.0,2021,6,2021-06-01,2021-06-01T00:00:00,new delhi
North Delhi,NCTofDelhi,146.28,2021,6,2021-06-01,2021-06-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,162.3,2021,6,2021-06-01,2021-06-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,145.55,2021,6,2021-06-01,2021-06-01T00:00:00,north west delhi
Nuh,Haryana,,2021,6,2021-06-01,2021-06-01T00:00:00,nuh
Palwal,Haryana,106.91,2021,6,2021-06-01,2021-06-01T00:00:00,palwal
Panipat,Haryana,142.03,2021,6,2021-06-01,2021-06-01T00:00:00,panipat
Rewari,Haryana,,2021,6,2021-06-01,2021-06-01T00:00:00,rewari
Rohtak,Haryana,131.34,2021,6,2021-06-01,2021-06-01T00:00:00,rohtak
Shahdara,NCTofDelhi,163.43,2021,6,2021-06-01,2021-06-01T00:00:00,shahdara
Shamli,UttarPradesh,,2021,6,2021-06-01,2021-06-01T00:00:00,shamli
Sonipat,Haryana,210.96,2021,6,2021-06-01,2021-06-01T00:00:00,sonipat
South Delhi,NCTofDelhi,138.19,2021,6,2021-06-01,2021-06-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,133.02,2021,6,2021-06-01,2021-06-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,146.64,2021,6,2021-06-01,2021-06-01T00:00:00,south west delhi
West,NCTofDelhi,147.3,2021,6,2021-06-01,2021-06-01T00:00:00,west delhi
West Delhi,NCTofDelhi,149.61,2021,6,2021-06-01,2021-06-01T00:00:00,west delhi
Alwar,Rajasthan,79.29,2021,7,2021-07-01,2021-07-01T00:00:00,alwar
Baghpat,UttarPradesh,106.94,2021,7,2021-07-01,2021-07-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2021,7,2021-07-01,2021-07-01T00:00:00,bharatpur
Bhiwani,Haryana,90.1,2021,7,2021-07-01,2021-07-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,88.42,2021,7,2021-07-01,2021-07-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,143.55,2021,7,2021-07-01,2021-07-01T00:00:00,central delhi
Charki Dadri,Haryana,94.91,2021,7,2021-07-01,2021-07-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,95.81,2021,7,2021-07-01,2021-07-01T00:00:00,east delhi
Faridabad,Haryana,103.77,2021,7,2021-07-01,2021-07-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,115.29,2021,7,2021-07-01,2021-07-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,120.52,2021,7,2021-07-01,2021-07-01T00:00:00,ghaziabad
Gurugram,Haryana,88.19,2021,7,2021-07-01,2021-07-01T00:00:00,gurugram
Hapur,UttarPradesh,71.33,2021,7,2021-07-01,2021-07-01T00:00:00,hapur
Jhajjar,Haryana,,2021,7,2021-07-01,2021-07-01T00:00:00,jhajjar
Jind,Haryana,108.85,2021,7,2021-07-01,2021-07-01T00:00:00,jind
Karnal,Haryana,94.45,2021,7,2021-07-01,2021-07-01T00:00:00,karnal
Mahendragarh,Haryana,,2021,7,2021-07-01,2021-07-01T00:00:00,mahendragarh
Meerut,UttarPradesh,101.13,2021,7,2021-07-01,2021-07-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,113.94,2021,7,2021-07-01,2021-07-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,111.62,2021,7,2021-07-01,2021-07-01T00:00:00,new delhi
North Delhi,NCTofDelhi,126.73,2021,7,2021-07-01,2021-07-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,110.26,2021,7,2021-07-01,2021-07-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,119.54,2021,7,2021-07-01,2021-07-01T00:00:00,north west delhi
Nuh,Haryana,,2021,7,2021-07-01,2021-07-01T00:00:00,nuh
Palwal,Haryana,83.62,2021,7,2021-07-01,2021-07-01T00:00:00,palwal
Panipat,Haryana,97.9,2021,7,2021-07-01,2021-07-01T00:00:00,panipat
Rewari,Haryana,,2021,7,2021-07-01,2021-07-01T00:00:00,rewari
Rohtak,Haryana,117.63,2021,7,2021-07-01,2021-07-01T00:00:00,rohtak
Shahdara,NCTofDelhi,136.83,2021,7,2021-07-01,2021-07-01T00:00:00,shahdara
Shamli,UttarPradesh,,2021,7,2021-07-01,2021-07-01T00:00:00,shamli
Sonipat,Haryana,156.81,2021,7,2021-07-01,2021-07-01T00:00:00,sonipat
South Delhi,NCTofDelhi,89.77,2021,7,2021-07-01,2021-07-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,104.32,2021,7,2021-07-01,2021-07-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,98.46,2021,7,2021-07-01,2021-07-01T00:00:00,south west delhi
West,NCTofDelhi,110.06,2021,7,2021-07-01,2021-07-01T00:00:00,west delhi
West Delhi,NCTofDelhi,112.96,2021,7,2021-07-01,2021-07-01T00:00:00,west delhi
Alwar,Rajasthan,75.97,2021,8,2021-08-01,2021-08-01T00:00:00,alwar
Baghpat,UttarPradesh,96.23,2021,8,2021-08-01,2021-08-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2021,8,2021-08-01,2021-08-01T00:00:00,bharatpur
Bhiwani,Haryana,84.18,2021,8,2021-08-01,2021-08-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,76.52,2021,8,2021-08-01,2021-08-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,155.92,2021,8,2021-08-01,2021-08-01T00:00:00,central delhi
Charki Dadri,Haryana,98.57,2021,8,2021-08-01,2021-08-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,99.55,2021,8,2021-08-01,2021-08-01T00:00:00,east delhi
Faridabad,Haryana,105.39,2021,8,2021-08-01,2021-08-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,121.19,2021,8,2021-08-01,2021-08-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,115.97,2021,8,2021-08-01,2021-08-01T00:00:00,ghaziabad
Gurugram,Haryana,97.65,2021,8,2021-08-01,2021-08-01T00:00:00,gurugram
Hapur,UttarPradesh,90.16,2021,8,2021-08-01,2021-08-01T00:00:00,hapur
Jhajjar,Haryana,,2021,8,2021-08-01,2021-08-01T00:00:00,jhajjar
Jind,Haryana,92.81,2021,8,2021-08-01,2021-08-01T00:00:00,jind
Karnal,Haryana,80.5,2021,8,2021-08-01,2021-08-01T00:00:00,karnal
Mahendragarh,Haryana,,2021,8,2021-08-01,2021-08-01T00:00:00,mahendragarh
Meerut,UttarPradesh,89.42,2021,8,2021-08-01,2021-08-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,105.2,2021,8,2021-08-01,2021-08-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,102.5,2021,8,2021-08-01,2021-08-01T00:00:00,new delhi
North Delhi,NCTofDelhi,102.76,2021,8,2021-08-01,2021-08-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,108.92,2021,8,2021-08-01,2021-08-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,114.85,2021,8,2021-08-01,2021-08-01T00:00:00,north west delhi
Nuh,Haryana,,2021,8,2021-08-01,2021-08-01T00:00:00,nuh
Palwal,Haryana,88.21,2021,8,2021-08-01,2021-08-01T00:00:00,palwal
Panipat,Haryana,106.48,2021,8,2021-08-01,2021-08-01T00:00:00,panipat
Rewari,Haryana,,2021,8,2021-08-01,2021-08-01T00:00:00,rewari
Rohtak,Haryana,98.74,2021,8,2021-08-01,2021-08-01T00:00:00,rohtak
Shahdara,NCTofDelhi,150.5,2021,8,2021-08-01,2021-08-01T00:00:00,shahdara
Shamli,UttarPradesh,,2021,8,2021-08-01,2021-08-01T00:00:00,shamli
Sonipat,Haryana,118.96,2021,8,2021-08-01,2021-08-01T00:00:00,sonipat
South Delhi,NCTofDelhi,91.23,2021,8,2021-08-01,2021-08-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,116.48,2021,8,2021-08-01,2021-08-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,96.75,2021,8,2021-08-01,2021-08-01T00:00:00,south west delhi
West,NCTofDelhi,106.74,2021,8,2021-08-01,2021-08-01T00:00:00,west delhi
West Delhi,NCTofDelhi,118.49,2021,8,2021-08-01,2021-08-01T00:00:00,west delhi
Alwar,Rajasthan,61.7,2021,9,2021-09-01,2021-09-01T00:00:00,alwar
Baghpat,UttarPradesh,54.95,2021,9,2021-09-01,2021-09-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2021,9,2021-09-01,2021-09-01T00:00:00,bharatpur
Bhiwani,Haryana,68.0,2021,9,2021-09-01,2021-09-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,56.7,2021,9,2021-09-01,2021-09-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,124.1,2021,9,2021-09-01,2021-09-01T00:00:00,central delhi
Charki Dadri,Haryana,69.63,2021,9,2021-09-01,2021-09-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,71.69,2021,9,2021-09-01,2021-09-01T00:00:00,east delhi
Faridabad,Haryana,81.63,2021,9,2021-09-01,2021-09-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,76.7,2021,9,2021-09-01,2021-09-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,78.0,2021,9,2021-09-01,2021-09-01T00:00:00,ghaziabad
Gurugram,Haryana,70.3,2021,9,2021-09-01,2021-09-01T00:00:00,gurugram
Hapur,UttarPradesh,58.48,2021,9,2021-09-01,2021-09-01T00:00:00,hapur
Jhajjar,Haryana,,2021,9,2021-09-01,2021-09-01T00:00:00,jhajjar
Jind,Haryana,50.25,2021,9,2021-09-01,2021-09-01T00:00:00,jind
Karnal,Haryana,52.77,2021,9,2021-09-01,2021-09-01T00:00:00,karnal
Mahendragarh,Haryana,,2021,9,2021-09-01,2021-09-01T00:00:00,mahendragarh
Meerut,UttarPradesh,65.27,2021,9,2021-09-01,2021-09-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,83.79,2021,9,2021-09-01,2021-09-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,68.46,2021,9,2021-09-01,2021-09-01T00:00:00,new delhi
North Delhi,NCTofDelhi,70.82,2021,9,2021-09-01,2021-09-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,90.35,2021,9,2021-09-01,2021-09-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,81.64,2021,9,2021-09-01,2021-09-01T00:00:00,north west delhi
Nuh,Haryana,,2021,9,2021-09-01,2021-09-01T00:00:00,nuh
Palwal,Haryana,64.93,2021,9,2021-09-01,2021-09-01T00:00:00,palwal
Panipat,Haryana,67.32,2021,9,2021-09-01,2021-09-01T00:00:00,panipat
Rewari,Haryana,,2021,9,2021-09-01,2021-09-01T00:00:00,rewari
Rohtak,Haryana,100.79,2021,9,2021-09-01,2021-09-01T00:00:00,rohtak
Shahdara,NCTofDelhi,97.12,2021,9,2021-09-01,2021-09-01T00:00:00,shahdara
Shamli,UttarPradesh,,2021,9,2021-09-01,2021-09-01T00:00:00,shamli
Sonipat,Haryana,82.77,2021,9,2021-09-01,2021-09-01T00:00:00,sonipat
South Delhi,NCTofDelhi,68.05,2021,9,2021-09-01,2021-09-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,93.81,2021,9,2021-09-01,2021-09-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,74.13,2021,9,2021-09-01,2021-09-01T00:00:00,south west delhi
West,NCTofDelhi,78.43,2021,9,2021-09-01,2021-09-01T00:00:00,west delhi
West Delhi,NCTofDelhi,86.87,2021,9,2021-09-01,2021-09-01T00:00:00,west delhi
Alwar,Rajasthan,76.1,2021,10,2021-10-01,2021-10-01T00:00:00,alwar
Baghpat,UttarPradesh,178.8,2021,10,2021-10-01,2021-10-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2021,10,2021-10-01,2021-10-01T00:00:00,bharatpur
Bhiwani,Haryana,137.06,2021,10,2021-10-01,2021-10-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,171.55,2021,10,2021-10-01,2021-10-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,204.87,2021,10,2021-10-01,2021-10-01T00:00:00,central delhi
Charki Dadri,Haryana,155.39,2021,10,2021-10-01,2021-10-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,175.94,2021,10,2021-10-01,2021-10-01T00:00:00,east delhi
Faridabad,Haryana,192.9,2021,10,2021-10-01,2021-10-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,196.9,2021,10,2021-10-01,2021-10-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,211.23,2021,10,2021-10-01,2021-10-01T00:00:00,ghaziabad
Gurugram,Haryana,168.03,2021,10,2021-10-01,2021-10-01T00:00:00,gurugram
Hapur,UttarPradesh,190.34,2021,10,2021-10-01,2021-10-01T00:00:00,hapur
Jhajjar,Haryana,,2021,10,2021-10-01,2021-10-01T00:00:00,jhajjar
Jind,Haryana,160.37,2021,10,2021-10-01,2021-10-01T00:00:00,jind
Karnal,Haryana,154.83,2021,10,2021-10-01,2021-10-01T00:00:00,karnal
Mahendragarh,Haryana,,2021,10,2021-10-01,2021-10-01T00:00:00,mahendragarh
Meerut,UttarPradesh,182.06,2021,10,2021-10-01,2021-10-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,172.1,2021,10,2021-10-01,2021-10-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,150.25,2021,10,2021-10-01,2021-10-01T00:00:00,new delhi
North Delhi,NCTofDelhi,175.03,2021,10,2021-10-01,2021-10-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,189.75,2021,10,2021-10-01,2021-10-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,184.75,2021,10,2021-10-01,2021-10-01T00:00:00,north west delhi
Nuh,Haryana,,2021,10,2021-10-01,2021-10-01T00:00:00,nuh
Palwal,Haryana,109.5,2021,10,2021-10-01,2021-10-01T00:00:00,palwal
Panipat,Haryana,172.77,2021,10,2021-10-01,2021-10-01T00:00:00,panipat
Rewari,Haryana,,2021,10,2021-10-01,2021-10-01T00:00:00,rewari
Rohtak,Haryana,175.81,2021,10,2021-10-01,2021-10-01T00:00:00,rohtak
Shahdara,NCTofDelhi,194.74,2021,10,2021-10-01,2021-10-01T00:00:00,shahdara
Shamli,UttarPradesh,,2021,10,2021-10-01,2021-10-01T00:00:00,shamli
Sonipat,Haryana,171.25,2021,10,2021-10-01,2021-10-01T00:00:00,sonipat
South Delhi,NCTofDelhi,150.97,2021,10,2021-10-01,2021-10-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,182.73,2021,10,2021-10-01,2021-10-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,165.26,2021,10,2021-10-01,2021-10-01T00:00:00,south west delhi
West,NCTofDelhi,173.16,2021,10,2021-10-01,2021-10-01T00:00:00,west delhi
West Delhi,NCTofDelhi,202.06,2021,10,2021-10-01,2021-10-01T00:00:00,west delhi
Alwar,Rajasthan,139.23,2021,11,2021-11-01,2021-11-01T00:00:00,alwar
Baghpat,UttarPradesh,353.33,2021,11,2021-11-01,2021-11-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2021,11,2021-11-01,2021-11-01T00:00:00,bharatpur
Bhiwani,Haryana,289.2,2021,11,2021-11-01,2021-11-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,354.67,2021,11,2021-11-01,2021-11-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,382.21,2021,11,2021-11-01,2021-11-01T00:00:00,central delhi
Charki Dadri,Haryana,331.84,2021,11,2021-11-01,2021-11-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,380.96,2021,11,2021-11-01,2021-11-01T00:00:00,east delhi
Faridabad,Haryana,371.8,2021,11,2021-11-01,2021-11-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,343.13,2021,11,2021-11-01,2021-11-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,378.07,2021,11,2021-11-01,2021-11-01T00:00:00,ghaziabad
Gurugram,Haryana,356.57,2021,11,2021-11-01,2021-11-01T00:00:00,gurugram
Hapur,UttarPradesh,346.17,2021,11,2021-11-01,2021-11-01T00:00:00,hapur
Jhajjar,Haryana,,2021,11,2021-11-01,2021-11-01T00:00:00,jhajjar
Jind,Haryana,367.39,2021,11,2021-11-01,2021-11-01T00:00:00,jind
Karnal,Haryana,254.81,2021,11,2021-11-01,2021-11-01T00:00:00,karnal
Mahendragarh,Haryana,,2021,11,2021-11-01,2021-11-01T00:00:00,mahendragarh
Meerut,UttarPradesh,334.73,2021,11,2021-11-01,2021-11-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,304.5,2021,11,2021-11-01,2021-11-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,358.9,2021,11,2021-11-01,2021-11-01T00:00:00,new delhi
North Delhi,NCTofDelhi,390.57,2021,11,2021-11-01,2021-11-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,372.33,2021,11,2021-11-01,2021-11-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,400.83,2021,11,2021-11-01,2021-11-01T00:00:00,north west delhi
Nuh,Haryana,,2021,11,2021-11-01,2021-11-01T00:00:00,nuh
Palwal,Haryana,204.87,2021,11,2021-11-01,2021-11-01T00:00:00,palwal
Panipat,Haryana,284.73,2021,11,2021-11-01,2021-11-01T00:00:00,panipat
Rewari,Haryana,,2021,11,2021-11-01,2021-11-01T00:00:00,rewari
Rohtak,Haryana,331.73,2021,11,2021-11-01,2021-11-01T00:00:00,rohtak
Shahdara,NCTofDelhi,407.32,2021,11,2021-11-01,2021-11-01T00:00:00,shahdara
Shamli,UttarPradesh,,2021,11,2021-11-01,2021-11-01T00:00:00,shamli
Sonipat,Haryana,290.54,2021,11,2021-11-01,2021-11-01T00:00:00,sonipat
South Delhi,NCTofDelhi,355.87,2021,11,2021-11-01,2021-11-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,382.59,2021,11,2021-11-01,2021-11-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,357.84,2021,11,2021-11-01,2021-11-01T00:00:00,south west delhi
West,NCTofDelhi,376.5,2021,11,2021-11-01,2021-11-01T00:00:00,west delhi
West Delhi,NCTofDelhi,392.72,2021,11,2021-11-01,2021-11-01T00:00:00,west delhi
Alwar,Rajasthan,112.68,2021,12,2021-12-01,2021-12-01T00:00:00,alwar
Baghpat,UttarPradesh,256.07,2021,12,2021-12-01,2021-12-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2021,12,2021-12-01,2021-12-01T00:00:00,bharatpur
Bhiwani,Haryana,237.28,2021,12,2021-12-01,2021-12-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,297.13,2021,12,2021-12-01,2021-12-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,331.83,2021,12,2021-12-01,2021-12-01T00:00:00,central delhi
Charki Dadri,Haryana,248.68,2021,12,2021-12-01,2021-12-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,370.95,2021,12,2021-12-01,2021-12-01T00:00:00,east delhi
Faridabad,Haryana,317.87,2021,12,2021-12-01,2021-12-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,282.06,2021,12,2021-12-01,2021-12-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,310.1,2021,12,2021-12-01,2021-12-01T00:00:00,ghaziabad
Gurugram,Haryana,295.97,2021,12,2021-12-01,2021-12-01T00:00:00,gurugram
Hapur,UttarPradesh,296.06,2021,12,2021-12-01,2021-12-01T00:00:00,hapur
Jhajjar,Haryana,,2021,12,2021-12-01,2021-12-01T00:00:00,jhajjar
Jind,Haryana,292.27,2021,12,2021-12-01,2021-12-01T00:00:00,jind
Karnal,Haryana,195.19,2021,12,2021-12-01,2021-12-01T00:00:00,karnal
Mahendragarh,Haryana,,2021,12,2021-12-01,2021-12-01T00:00:00,mahendragarh
Meerut,UttarPradesh,279.55,2021,12,2021-12-01,2021-12-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,288.55,2021,12,2021-12-01,2021-12-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,307.74,2021,12,2021-12-01,2021-12-01T00:00:00,new delhi
North Delhi,NCTofDelhi,334.88,2021,12,2021-12-01,2021-12-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,323.46,2021,12,2021-12-01,2021-12-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,370.42,2021,12,2021-12-01,2021-12-01T00:00:00,north west delhi
Nuh,Haryana,,2021,12,2021-12-01,2021-12-01T00:00:00,nuh
Palwal,Haryana,155.55,2021,12,2021-12-01,2021-12-01T00:00:00,palwal
Panipat,Haryana,244.55,2021,12,2021-12-01,2021-12-01T00:00:00,panipat
Rewari,Haryana,,2021,12,2021-12-01,2021-12-01T00:00:00,rewari
Rohtak,Haryana,252.1,2021,12,2021-12-01,2021-12-01T00:00:00,rohtak
Shahdara,NCTofDelhi,376.0,2021,12,2021-12-01,2021-12-01T00:00:00,shahdara
Shamli,UttarPradesh,,2021,12,2021-12-01,2021-12-01T00:00:00,shamli
Sonipat,Haryana,199.64,2021,12,2021-12-01,2021-12-01T00:00:00,sonipat
South Delhi,NCTofDelhi,308.47,2021,12,2021-12-01,2021-12-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,339.9,2021,12,2021-12-01,2021-12-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,325.66,2021,12,2021-12-01,2021-12-01T00:00:00,south west delhi
West,NCTofDelhi,335.97,2021,12,2021-12-01,2021-12-01T00:00:00,west delhi
West Delhi,NCTofDelhi,358.64,2021,12,2021-12-01,2021-12-01T00:00:00,west delhi
Alwar,Rajasthan,93.58,2022,1,2022-01-01,2022-01-01T00:00:00,alwar
Baghpat,UttarPradesh,229.57,2022,1,2022-01-01,2022-01-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2022,1,2022-01-01,2022-01-01T00:00:00,bharatpur
Bhiwani,Haryana,198.37,2022,1,2022-01-01,2022-01-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,245.42,2022,1,2022-01-01,2022-01-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,284.9,2022,1,2022-01-01,2022-01-01T00:00:00,central delhi
Charki Dadri,Haryana,211.19,2022,1,2022-01-01,2022-01-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,322.09,2022,1,2022-01-01,2022-01-01T00:00:00,east delhi
Faridabad,Haryana,268.0,2022,1,2022-01-01,2022-01-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,233.65,2022,1,2022-01-01,2022-01-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,261.35,2022,1,2022-01-01,2022-01-01T00:00:00,ghaziabad
Gurugram,Haryana,241.52,2022,1,2022-01-01,2022-01-01T00:00:00,gurugram
Hapur,UttarPradesh,225.97,2022,1,2022-01-01,2022-01-01T00:00:00,hapur
Jhajjar,Haryana,,2022,1,2022-01-01,2022-01-01T00:00:00,jhajjar
Jind,Haryana,218.62,2022,1,2022-01-01,2022-01-01T00:00:00,jind
Karnal,Haryana,136.4,2022,1,2022-01-01,2022-01-01T00:00:00,karnal
Mahendragarh,Haryana,,2022,1,2022-01-01,2022-01-01T00:00:00,mahendragarh
Meerut,UttarPradesh,240.06,2022,1,2022-01-01,2022-01-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,244.69,2022,1,2022-01-01,2022-01-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,268.62,2022,1,2022-01-01,2022-01-01T00:00:00,new delhi
North Delhi,NCTofDelhi,265.9,2022,1,2022-01-01,2022-01-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,270.7,2022,1,2022-01-01,2022-01-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,304.33,2022,1,2022-01-01,2022-01-01T00:00:00,north west delhi
Nuh,Haryana,,2022,1,2022-01-01,2022-01-01T00:00:00,nuh
Palwal,Haryana,96.8,2022,1,2022-01-01,2022-01-01T00:00:00,palwal
Panipat,Haryana,164.33,2022,1,2022-01-01,2022-01-01T00:00:00,panipat
Rewari,Haryana,,2022,1,2022-01-01,2022-01-01T00:00:00,rewari
Rohtak,Haryana,224.48,2022,1,2022-01-01,2022-01-01T00:00:00,rohtak
Shahdara,NCTofDelhi,330.42,2022,1,2022-01-01,2022-01-01T00:00:00,shahdara
Shamli,UttarPradesh,,2022,1,2022-01-01,2022-01-01T00:00:00,shamli
Sonipat,Haryana,135.5,2022,1,2022-01-01,2022-01-01T00:00:00,sonipat
South Delhi,NCTofDelhi,258.52,2022,1,2022-01-01,2022-01-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,268.1,2022,1,2022-01-01,2022-01-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,263.88,2022,1,2022-01-01,2022-01-01T00:00:00,south west delhi
West,NCTofDelhi,278.55,2022,1,2022-01-01,2022-01-01T00:00:00,west delhi
West Delhi,NCTofDelhi,288.92,2022,1,2022-01-01,2022-01-01T00:00:00,west delhi
Alwar,Rajasthan,87.71,2022,2,2022-02-01,2022-02-01T00:00:00,alwar
Baghpat,UttarPradesh,,2022,2,2022-02-01,2022-02-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2022,2,2022-02-01,2022-02-01T00:00:00,bharatpur
Bhiwani,Haryana,184.0,2022,2,2022-02-01,2022-02-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,204.0,2022,2,2022-02-01,2022-02-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,238.77,2022,2,2022-02-01,2022-02-01T00:00:00,central delhi
Charki Dadri,Haryana,167.08,2022,2,2022-02-01,2022-02-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,243.89,2022,2,2022-02-01,2022-02-01T00:00:00,east delhi
Faridabad,Haryana,235.11,2022,2,2022-02-01,2022-02-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,190.25,2022,2,2022-02-01,2022-02-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,239.64,2022,2,2022-02-01,2022-02-01T00:00:00,ghaziabad
Gurugram,Haryana,214.0,2022,2,2022-02-01,2022-02-01T00:00:00,gurugram
Hapur,UttarPradesh,195.78,2022,2,2022-02-01,2022-02-01T00:00:00,hapur
Jhajjar,Haryana,,2022,2,2022-02-01,2022-02-01T00:00:00,jhajjar
Jind,Haryana,141.25,2022,2,2022-02-01,2022-02-01T00:00:00,jind
Karnal,Haryana,121.21,2022,2,2022-02-01,2022-02-01T00:00:00,karnal
Mahendragarh,Haryana,,2022,2,2022-02-01,2022-02-01T00:00:00,mahendragarh
Meerut,UttarPradesh,228.57,2022,2,2022-02-01,2022-02-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,240.04,2022,2,2022-02-01,2022-02-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,214.05,2022,2,2022-02-01,2022-02-01T00:00:00,new delhi
North Delhi,NCTofDelhi,213.82,2022,2,2022-02-01,2022-02-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,214.13,2022,2,2022-02-01,2022-02-01T00:00:00,north east delhi
